Category,Product,College,Size,Selling Price,Units Sold,Cost Price,Month
Stationery,Branded Notebook,Modern College,B5,120,156,60.0,September
Apparel,Sweatshirt,Fr. Agnel,M,470,27,270.0,December
Apparel,Hoodie,Sinhgad College,L,720,20,430.0,February
Apparel,College T-Shirt,DY Patil Pune,S,460,255,250.0,January
Gadgets,Powerbank,KJ Somaiya,256GB,1180,236,1030.0,March
Gadgets,Powerbank,KJ Somaiya,256GB,1370,376,740.0,January
Accessories,College Socks,Wilson College,Adjustable,330,76,190.0,July
Stationery,Folder,MIT WPU,A5,50,55,40.0,August
Bags & Cases,Backpack,NMIMS,13-inch,210,246,120.0,September
Gadgets,Pendrive 32GB,SKNCOE,128GB,1070,448,780.0,January
Gadgets,Wireless Mouse,NMIMS,128GB,1110,388,930.0,June
Apparel,Jacket,VIT Pune,S,320,412,270.0,October
Gadgets,Pendrive 32GB,DY Patil Pune,32GB,1080,293,960.0,December
Bags & Cases,Backpack,PICT,17-inch,870,33,510.0,April
Stationery,Folder,SKNCOE,B5,140,121,110.0,February
Bags & Cases,College Pouch,SIES,13-inch,800,479,430.0,October
Stationery,Branded Notebook,PCCOE,A5,90,192,60.0,January
Gadgets,Earphones,VESIT,128GB,670,146,450.0,December
Gadgets,Wireless Mouse,PICT,128GB,700,51,480.0,June
Accessories,College Badge,HR College,Large,480,316,290.0,December
Gadgets,Earphones,Mumbai University,256GB,1420,473,1010.0,January
Gadgets,Wireless Mouse,SIES,128GB,840,154,730.0,September
Bags & Cases,Laptop Bag,Mumbai University,13-inch,530,488,410.0,July
Stationery,Sticky Notes,SIES,A5,50,321,30.0,March
Stationery,Sticky Notes,Wilson College,A5,60,32,50.0,January
Bags & Cases,Backpack,DJ Sanghvi,13-inch,410,377,240.0,February
Bags & Cases,Backpack,VIIT,13-inch,930,399,510.0,December
Gadgets,Pendrive 32GB,Thakur College,32GB,1110,230,750.0,June
Stationery,Folder,HR College,A4,60,114,30.0,September
Apparel,College T-Shirt,VIT Pune,S,750,185,630.0,March
Stationery,Pen Set,Rizvi College,A5,130,42,70.0,September
Apparel,Hoodie,Thakur College,M,450,178,330.0,September
Accessories,Keychain,SKNCOE,Adjustable,200,43,160.0,March
Gadgets,Pendrive 32GB,NMIMS,256GB,870,112,470.0,January
Apparel,Hoodie,HR College,L,710,207,520.0,April
Stationery,Branded Notebook,Sinhgad College,B5,140,78,100.0,April
Apparel,College T-Shirt,COEP,M,540,158,380.0,March
Bags & Cases,Laptop Bag,Sinhgad College,15-inch,200,105,160.0,October
Bags & Cases,College Pouch,SPIT,17-inch,780,300,540.0,February
Stationery,Sticky Notes,SKNCOE,A4,140,148,80.0,October
Apparel,Jacket,Fr. Agnel,M,340,460,220.0,March
Bags & Cases,Tote Bag,SPIT,13-inch,880,376,770.0,August
Gadgets,Powerbank,RAIT,32GB,910,124,800.0,March
Accessories,College Badge,PICT,Small,140,45,80.0,January
Stationery,Branded Notebook,VIIT,A4,140,315,110.0,January
Bags & Cases,Laptop Bag,Wilson College,13-inch,910,116,650.0,January
Accessories,College Socks,Bharati Vidyapeeth,Large,470,321,260.0,January
Apparel,Hoodie,Bhavan's College,S,550,468,300.0,July
Accessories,Wrist Band,KJ Somaiya,Large,110,451,80.0,October
Accessories,Keychain,Sinhgad College,Free Size,100,419,60.0,September
Gadgets,Wireless Mouse,COEP,32GB,1380,31,880.0,September
Gadgets,Earphones,SPIT,64GB,1110,106,690.0,July
Accessories,Wrist Band,Bharati Vidyapeeth,Large,210,270,150.0,July
Gadgets,Earphones,VESIT,256GB,1080,240,940.0,August
Gadgets,Wireless Mouse,HR College,128GB,1340,484,1150.0,October
Accessories,College Badge,PCCOE,Free Size,60,487,50.0,April
Accessories,Keychain,RAIT,Adjustable,360,62,210.0,November
Gadgets,Pendrive 32GB,Bhavan's College,256GB,1220,104,1020.0,January
Accessories,Keychain,VIT Pune,Large,350,34,300.0,February
Accessories,College Cap,Mumbai University,Small,410,86,310.0,December
Accessories,Shoes,Fr. Agnel,UK6,210,327,110.0,December
Stationery,Pen Set,Modern College,A4,70,427,50.0,August
Apparel,Jacket,Fr. Agnel,M,550,150,340.0,September
Stationery,Sticky Notes,PICT,A5,70,253,50.0,March
Apparel,College T-Shirt,Mumbai University,S,350,378,310.0,December
Accessories,College Socks,NMIMS,Adjustable,280,384,160.0,October
Bags & Cases,Backpack,Thakur College,17-inch,200,56,150.0,May
Stationery,Branded Notebook,KJ Somaiya,B5,110,341,90.0,March
Bags & Cases,College Pouch,COEP,13-inch,660,347,390.0,January
Accessories,Wrist Band,SPIT,Free Size,380,397,280.0,December
Bags & Cases,Tote Bag,Mumbai University,17-inch,230,263,160.0,May
Apparel,Hoodie,VESIT,S,410,484,220.0,June
Stationery,Sticky Notes,HR College,A5,80,430,60.0,November
Accessories,College Badge,DY Patil Pune,Free Size,110,407,70.0,May
Apparel,Hoodie,MIT WPU,L,300,421,190.0,August
Gadgets,Pendrive 32GB,Fr. Agnel,32GB,1020,87,790.0,December
Bags & Cases,Backpack,MIT WPU,13-inch,860,154,520.0,December
Bags & Cases,Laptop Bag,KJ Somaiya,13-inch,610,398,520.0,August
Gadgets,Powerbank,HR College,128GB,1370,35,1040.0,October
Accessories,Shoes,Mumbai University,UK6,320,407,280.0,June
Gadgets,Pendrive 32GB,VESIT,32GB,670,483,600.0,December
Bags & Cases,Backpack,VIT Pune,13-inch,950,367,850.0,July
Apparel,Jacket,DJ Sanghvi,M,790,156,540.0,February
Accessories,College Socks,VIT Pune,Small,410,391,310.0,June
Accessories,College Cap,SPIT,Large,370,33,220.0,November
Stationery,Sticky Notes,VIT Pune,A4,70,133,40.0,June
Apparel,Jacket,VIIT,M,580,31,480.0,September
Stationery,Branded Notebook,SIES,A4,80,235,60.0,October
Apparel,Sweatshirt,Fr. Agnel,M,410,288,300.0,January
Accessories,College Socks,VIT Pune,Adjustable,280,423,170.0,September
Bags & Cases,Laptop Bag,VESIT,15-inch,890,317,580.0,October
Bags & Cases,College Pouch,RAIT,15-inch,400,358,350.0,February
Stationery,Branded Notebook,Fr. Agnel,A4,140,216,110.0,September
Accessories,Shoes,DJ Sanghvi,UK6,100,99,70.0,July
Accessories,College Badge,Sinhgad College,Adjustable,500,137,280.0,October
Gadgets,Earphones,VESIT,32GB,820,279,430.0,January
Stationery,Pen Set,RAIT,A4,140,272,120.0,June
Accessories,Wrist Band,Thakur College,Large,350,261,260.0,December
Stationery,Folder,Rizvi College,A5,150,41,100.0,June
Gadgets,Powerbank,VESIT,32GB,1040,255,760.0,April
Apparel,College T-Shirt,DJ Sanghvi,S,480,28,350.0,July
Accessories,College Socks,St. Xavier's Mumbai,Large,330,294,290.0,February
Bags & Cases,Laptop Bag,SKNCOE,13-inch,390,437,350.0,December
Gadgets,Pendrive 32GB,Fr. Agnel,128GB,1360,95,720.0,July
Stationery,Folder,DJ Sanghvi,B5,70,440,60.0,October
Accessories,Wrist Band,PCCOE,Free Size,60,232,30.0,January
Bags & Cases,Laptop Bag,VIT Pune,13-inch,810,318,710.0,June
Gadgets,Wireless Mouse,NMIMS,64GB,590,361,510.0,December
Stationery,Folder,Bhavan's College,A5,50,266,30.0,March
Accessories,College Cap,Bharati Vidyapeeth,Small,240,226,130.0,August
Accessories,Keychain,KJ Somaiya,Free Size,240,357,170.0,September
Accessories,Keychain,HR College,Free Size,60,464,50.0,July
Bags & Cases,Laptop Bag,VESIT,17-inch,370,194,230.0,August
Apparel,Hoodie,VIT Pune,M,570,408,430.0,November
Stationery,Pen Set,Fr. Agnel,A5,60,454,50.0,April
Gadgets,Earphones,Wilson College,64GB,870,149,550.0,May
Stationery,Pen Set,PCCOE,B5,110,200,100.0,May
Bags & Cases,Laptop Bag,Thakur College,15-inch,310,56,170.0,March
Stationery,Pen Set,Bhavan's College,A4,90,78,50.0,September
Gadgets,Wireless Mouse,AISSMS,32GB,1230,117,1030.0,April
Gadgets,Earphones,Thakur College,64GB,1410,404,1120.0,January
Bags & Cases,College Pouch,Bharati Vidyapeeth,17-inch,380,468,270.0,December
Gadgets,Pendrive 32GB,SPIT,128GB,660,228,540.0,May
Gadgets,Pendrive 32GB,Rizvi College,128GB,910,357,550.0,November
Bags & Cases,Tote Bag,SIES,17-inch,330,280,250.0,March
Apparel,College T-Shirt,KJ Somaiya,S,560,131,460.0,October
Apparel,College T-Shirt,SKNCOE,M,590,192,300.0,February
Bags & Cases,Backpack,MIT WPU,17-inch,780,199,610.0,July
Apparel,Sweatshirt,HR College,S,570,346,420.0,July
Gadgets,Wireless Mouse,Bhavan's College,32GB,960,192,860.0,April
Bags & Cases,Laptop Bag,DY Patil Pune,13-inch,260,85,160.0,July
Apparel,Jacket,DJ Sanghvi,L,730,42,540.0,April
Gadgets,Wireless Mouse,Rizvi College,128GB,1360,304,760.0,May
Bags & Cases,Laptop Bag,MIT WPU,15-inch,250,191,220.0,July
Apparel,Hoodie,Fr. Agnel,M,590,70,410.0,April
Accessories,Wrist Band,NMIMS,Free Size,380,286,280.0,September
Stationery,Sticky Notes,KJ Somaiya,A5,100,341,60.0,April
Gadgets,Pendrive 32GB,Thakur College,32GB,1120,200,720.0,October
Accessories,Shoes,Sinhgad College,UK10,300,44,200.0,July
Stationery,Folder,DJ Sanghvi,A5,140,281,70.0,November
Gadgets,Earphones,AISSMS,32GB,1050,53,650.0,April
Bags & Cases,Backpack,St. Xavier's Mumbai,17-inch,850,328,440.0,February
Bags & Cases,Tote Bag,St. Xavier's Mumbai,13-inch,580,316,320.0,March
Bags & Cases,Tote Bag,Fr. Agnel,17-inch,980,264,620.0,December
Accessories,College Socks,SKNCOE,Small,230,309,130.0,February
Apparel,Sweatshirt,SIES,L,790,363,420.0,June
Apparel,College T-Shirt,SPIT,L,490,491,330.0,December
Accessories,College Socks,KJ Somaiya,Free Size,370,289,210.0,September
Bags & Cases,Tote Bag,SPIT,17-inch,380,448,210.0,August
Accessories,Keychain,Sinhgad College,Adjustable,480,158,300.0,February
Accessories,Keychain,DY Patil Pune,Adjustable,490,159,390.0,November
Apparel,Jacket,RAIT,L,600,418,340.0,May
Gadgets,Earphones,HR College,64GB,1060,298,920.0,December
Gadgets,Pendrive 32GB,HR College,64GB,1120,105,910.0,May
Stationery,Folder,SPIT,A5,140,32,120.0,May
Bags & Cases,Tote Bag,VIIT,17-inch,650,421,560.0,November
Stationery,Pen Set,Bharati Vidyapeeth,A4,60,14,30.0,March
Bags & Cases,Backpack,PICT,17-inch,840,267,650.0,September
Apparel,College T-Shirt,RAIT,L,310,365,220.0,September
Gadgets,Pendrive 32GB,KJ Somaiya,128GB,860,228,450.0,September
Apparel,College T-Shirt,Bhavan's College,S,420,253,260.0,November
Apparel,Jacket,AISSMS,L,360,446,280.0,December
Gadgets,Wireless Mouse,VIIT,32GB,1160,398,640.0,August
Accessories,College Badge,DJ Sanghvi,Small,380,415,190.0,December
Gadgets,Pendrive 32GB,COEP,64GB,1440,228,910.0,May
Bags & Cases,Backpack,Bharati Vidyapeeth,15-inch,800,303,670.0,June
Accessories,Keychain,KJ Somaiya,Adjustable,230,289,130.0,August
Stationery,Sticky Notes,VIIT,B5,50,327,30.0,April
Gadgets,Wireless Mouse,VIIT,256GB,750,489,440.0,May
Apparel,Sweatshirt,PCCOE,S,670,103,340.0,November
Gadgets,Pendrive 32GB,SKNCOE,256GB,950,57,810.0,December
Stationery,Sticky Notes,VIIT,B5,50,137,30.0,April
Bags & Cases,Laptop Bag,RAIT,17-inch,710,384,410.0,November
Apparel,Jacket,MIT WPU,M,590,192,350.0,August
Accessories,Shoes,RAIT,UK9,270,325,140.0,July
Gadgets,Pendrive 32GB,Bharati Vidyapeeth,256GB,1050,116,790.0,February
Apparel,Hoodie,VESIT,L,580,378,440.0,March
Gadgets,Wireless Mouse,VIIT,32GB,900,272,490.0,November
Accessories,College Socks,MIT WPU,Adjustable,190,410,140.0,March
Bags & Cases,Tote Bag,Thakur College,17-inch,180,298,160.0,March
Bags & Cases,Tote Bag,DJ Sanghvi,17-inch,1000,453,870.0,July
Gadgets,Wireless Mouse,KJ Somaiya,64GB,980,437,820.0,December
Accessories,College Cap,DY Patil Pune,Small,90,113,80.0,August
Accessories,College Badge,St. Xavier's Mumbai,Free Size,350,359,230.0,January
Gadgets,Wireless Mouse,COEP,64GB,1490,216,1180.0,May
Bags & Cases,Tote Bag,SPIT,17-inch,430,113,260.0,February
Accessories,College Cap,SKNCOE,Large,410,230,290.0,December
Gadgets,Earphones,VIT Pune,64GB,790,418,450.0,October
Stationery,Sticky Notes,AISSMS,B5,140,337,70.0,October
Gadgets,Wireless Mouse,SKNCOE,64GB,720,362,480.0,May
Apparel,Hoodie,SIES,M,390,297,320.0,November
Apparel,Jacket,SIES,S,340,329,220.0,January
Gadgets,Earphones,HR College,256GB,1420,307,750.0,May
Gadgets,Pendrive 32GB,PCCOE,128GB,1080,173,560.0,October
Bags & Cases,Tote Bag,DY Patil Pune,15-inch,790,172,460.0,May
Stationery,Branded Notebook,VESIT,A5,90,353,70.0,April
Accessories,Shoes,PCCOE,UK7,70,363,50.0,October
Accessories,Wrist Band,DJ Sanghvi,Adjustable,200,400,150.0,March
Gadgets,Earphones,DY Patil Pune,128GB,1180,342,680.0,June
Apparel,College T-Shirt,NMIMS,L,680,334,550.0,July
Stationery,Sticky Notes,PCCOE,B5,120,445,80.0,January
Gadgets,Earphones,Thakur College,64GB,1090,58,820.0,December
Accessories,Wrist Band,Mumbai University,Adjustable,80,251,50.0,October
Gadgets,Earphones,Thakur College,128GB,1500,169,1170.0,August
Accessories,Keychain,Wilson College,Small,400,462,320.0,September
Apparel,Jacket,Wilson College,M,310,181,220.0,December
Gadgets,Powerbank,Sinhgad College,128GB,600,133,310.0,June
Bags & Cases,Backpack,Rizvi College,15-inch,600,359,400.0,March
Stationery,Sticky Notes,Wilson College,B5,130,325,90.0,December
Bags & Cases,Tote Bag,Modern College,13-inch,210,153,130.0,April
Gadgets,Wireless Mouse,PCCOE,128GB,1130,80,650.0,April
Accessories,College Badge,Modern College,Large,320,324,290.0,July
Bags & Cases,Tote Bag,KJ Somaiya,13-inch,960,430,750.0,June
Accessories,College Badge,Sinhgad College,Free Size,100,236,80.0,May
Bags & Cases,Tote Bag,SKNCOE,15-inch,340,271,170.0,March
Accessories,Wrist Band,Fr. Agnel,Adjustable,220,138,190.0,November
Apparel,Hoodie,DY Patil Pune,S,410,258,330.0,April
Bags & Cases,Backpack,RAIT,15-inch,610,494,470.0,July
Bags & Cases,College Pouch,St. Xavier's Mumbai,17-inch,640,274,570.0,April
Bags & Cases,College Pouch,Bharati Vidyapeeth,13-inch,970,178,640.0,January
Accessories,Keychain,VIT Pune,Small,120,463,70.0,November
Accessories,College Cap,Mumbai University,Large,90,483,80.0,July
Stationery,Sticky Notes,VIIT,A4,130,24,110.0,May
Gadgets,Powerbank,KJ Somaiya,64GB,1240,358,710.0,November
Bags & Cases,College Pouch,HR College,17-inch,760,266,650.0,June
Apparel,Sweatshirt,AISSMS,M,750,13,630.0,March
Bags & Cases,Backpack,RAIT,13-inch,570,171,310.0,December
Apparel,Jacket,VIT Pune,L,740,407,400.0,November
Apparel,Hoodie,SKNCOE,S,720,357,570.0,June
Accessories,College Socks,RAIT,Adjustable,80,184,70.0,June
Apparel,Sweatshirt,VESIT,S,590,48,450.0,February
Stationery,Branded Notebook,DJ Sanghvi,A5,80,445,50.0,June
Apparel,Jacket,DY Patil Pune,S,400,143,240.0,December
Accessories,Wrist Band,Bhavan's College,Large,150,259,110.0,May
Apparel,Hoodie,Mumbai University,S,730,347,520.0,August
Stationery,Pen Set,Bhavan's College,A5,80,168,60.0,August
Gadgets,Powerbank,PCCOE,32GB,550,15,350.0,February
Gadgets,Wireless Mouse,Mumbai University,256GB,750,412,660.0,June
Accessories,Wrist Band,VESIT,Free Size,50,34,30.0,June
Accessories,Keychain,KJ Somaiya,Small,320,15,170.0,July
Stationery,Sticky Notes,Mumbai University,A4,80,98,70.0,February
Accessories,College Socks,SKNCOE,Adjustable,360,67,210.0,August
Accessories,College Cap,KJ Somaiya,Large,240,25,180.0,December
Bags & Cases,Laptop Bag,PICT,13-inch,510,309,430.0,July
Stationery,Folder,DJ Sanghvi,A4,110,454,60.0,February
Gadgets,Powerbank,DJ Sanghvi,256GB,800,315,510.0,June
Stationery,Sticky Notes,VESIT,B5,50,165,40.0,August
Apparel,Hoodie,PICT,S,470,488,240.0,May
Accessories,College Cap,SKNCOE,Small,260,161,190.0,September
Accessories,College Socks,PCCOE,Free Size,220,226,180.0,July
Apparel,Sweatshirt,RAIT,S,340,326,190.0,March
Accessories,College Socks,DY Patil Pune,Small,270,314,210.0,January
Apparel,College T-Shirt,VIT Pune,S,300,386,210.0,August
Gadgets,Wireless Mouse,VIT Pune,256GB,1470,28,1110.0,January
Accessories,Wrist Band,Wilson College,Small,120,429,70.0,January
Stationery,Branded Notebook,AISSMS,B5,100,240,60.0,April
Stationery,Pen Set,VIIT,A5,80,450,40.0,August
Stationery,Folder,Thakur College,A5,140,426,80.0,August
Bags & Cases,Backpack,RAIT,15-inch,870,436,740.0,January
Accessories,Keychain,VIT Pune,Adjustable,100,464,70.0,March
Stationery,Pen Set,COEP,A5,130,488,100.0,September
Gadgets,Wireless Mouse,St. Xavier's Mumbai,256GB,620,157,370.0,November
Bags & Cases,College Pouch,VIT Pune,17-inch,930,361,770.0,October
Apparel,Hoodie,Mumbai University,L,320,415,240.0,November
Bags & Cases,Tote Bag,COEP,15-inch,160,483,90.0,June
Apparel,Jacket,Rizvi College,S,510,236,300.0,October
Bags & Cases,Tote Bag,AISSMS,13-inch,440,406,240.0,January
Gadgets,Pendrive 32GB,SPIT,32GB,1190,186,810.0,August
Apparel,Sweatshirt,SIES,M,740,488,600.0,November
Accessories,Wrist Band,DJ Sanghvi,Adjustable,190,322,130.0,December
Apparel,College T-Shirt,Sinhgad College,M,510,457,430.0,May
Bags & Cases,College Pouch,MIT WPU,15-inch,240,150,140.0,June
Gadgets,Wireless Mouse,Thakur College,64GB,1250,213,770.0,July
Gadgets,Powerbank,Sinhgad College,32GB,920,230,780.0,December
Apparel,Hoodie,SIES,S,670,25,480.0,June
Apparel,Sweatshirt,Rizvi College,S,680,132,570.0,January
Apparel,Sweatshirt,DJ Sanghvi,L,360,159,320.0,February
Stationery,Pen Set,Thakur College,A4,100,244,70.0,February
Bags & Cases,Tote Bag,VESIT,15-inch,920,123,790.0,March
Accessories,Shoes,Fr. Agnel,UK9,470,364,360.0,December
Bags & Cases,Laptop Bag,Wilson College,17-inch,630,138,530.0,September
Gadgets,Powerbank,AISSMS,256GB,760,174,670.0,August
Accessories,College Socks,PICT,Adjustable,440,460,310.0,April
Accessories,Wrist Band,PCCOE,Adjustable,480,396,390.0,September
Apparel,Hoodie,VESIT,M,680,156,390.0,October
Bags & Cases,Laptop Bag,VIT Pune,13-inch,670,468,550.0,July
Gadgets,Wireless Mouse,VIIT,64GB,980,468,580.0,March
Gadgets,Earphones,AISSMS,32GB,1060,108,950.0,December
Gadgets,Wireless Mouse,RAIT,128GB,960,87,500.0,July
Accessories,College Badge,MIT WPU,Small,390,386,230.0,March
Apparel,Sweatshirt,VESIT,S,710,233,560.0,February
Gadgets,Wireless Mouse,PICT,256GB,1200,385,660.0,May
Accessories,College Cap,St. Xavier's Mumbai,Small,320,54,230.0,March
Apparel,Sweatshirt,SIES,M,650,467,560.0,January
Apparel,Jacket,Thakur College,S,720,305,400.0,June
Gadgets,Pendrive 32GB,SIES,256GB,880,436,770.0,February
Bags & Cases,Tote Bag,NMIMS,15-inch,360,56,230.0,November
Apparel,College T-Shirt,Sinhgad College,L,560,61,420.0,April
Stationery,Branded Notebook,MIT WPU,A5,70,193,40.0,August
Gadgets,Pendrive 32GB,St. Xavier's Mumbai,128GB,690,58,360.0,June
Apparel,Jacket,AISSMS,L,590,437,460.0,September
Accessories,Keychain,Thakur College,Small,90,444,50.0,February
Apparel,Sweatshirt,KJ Somaiya,M,580,61,420.0,December
Stationery,Folder,KJ Somaiya,A4,90,477,60.0,December
Apparel,Jacket,KJ Somaiya,L,430,35,260.0,April
Stationery,Branded Notebook,KJ Somaiya,A4,110,287,60.0,April
Gadgets,Wireless Mouse,VESIT,32GB,1030,129,590.0,July
Gadgets,Pendrive 32GB,Sinhgad College,256GB,1150,86,890.0,September
Bags & Cases,Backpack,HR College,15-inch,200,385,110.0,December
Gadgets,Powerbank,VIIT,64GB,1200,270,830.0,July
Stationery,Branded Notebook,Thakur College,B5,130,39,100.0,October
Accessories,Shoes,Mumbai University,UK10,260,353,190.0,October
Bags & Cases,College Pouch,RAIT,15-inch,940,241,500.0,June
Accessories,Wrist Band,RAIT,Large,110,184,60.0,September
Accessories,Keychain,PCCOE,Free Size,70,36,50.0,February
Bags & Cases,Tote Bag,VIIT,15-inch,880,24,530.0,December
Accessories,College Badge,RAIT,Small,300,262,200.0,January
Gadgets,Powerbank,VIIT,256GB,840,469,550.0,June
Apparel,Hoodie,SPIT,S,610,356,430.0,July
Stationery,Pen Set,VIIT,A4,70,476,60.0,December
Stationery,Folder,AISSMS,A4,70,191,50.0,February
Stationery,Folder,VIT Pune,A5,120,135,60.0,May
Apparel,College T-Shirt,SIES,M,710,416,450.0,March
Apparel,Sweatshirt,COEP,S,800,497,640.0,September
Stationery,Pen Set,St. Xavier's Mumbai,A5,90,155,60.0,July
Accessories,Keychain,MIT WPU,Small,330,243,260.0,September
Gadgets,Powerbank,Mumbai University,32GB,840,143,430.0,July
Accessories,Keychain,Rizvi College,Small,230,144,130.0,September
Gadgets,Pendrive 32GB,PICT,128GB,910,337,480.0,January
Apparel,College T-Shirt,Fr. Agnel,S,440,228,360.0,December
Stationery,Branded Notebook,Bhavan's College,A5,60,180,40.0,July
Accessories,Keychain,COEP,Small,250,433,170.0,February
Stationery,Branded Notebook,NMIMS,A5,120,174,70.0,February
Bags & Cases,Backpack,Bhavan's College,17-inch,690,117,480.0,September
Stationery,Sticky Notes,Mumbai University,A5,110,265,60.0,June
Apparel,Sweatshirt,RAIT,L,520,290,420.0,January
Apparel,Hoodie,Rizvi College,M,630,218,550.0,August
Gadgets,Powerbank,Fr. Agnel,64GB,760,217,410.0,October
Accessories,Keychain,Fr. Agnel,Large,140,18,80.0,April
Gadgets,Powerbank,Wilson College,128GB,650,116,500.0,May
Stationery,Folder,Sinhgad College,A5,110,233,60.0,June
Gadgets,Earphones,Wilson College,32GB,1080,56,890.0,June
Accessories,Keychain,PICT,Small,260,361,200.0,December
Bags & Cases,College Pouch,St. Xavier's Mumbai,15-inch,870,111,460.0,April
Bags & Cases,College Pouch,KJ Somaiya,17-inch,200,476,180.0,March
Gadgets,Powerbank,PICT,32GB,1050,419,930.0,March
Apparel,College T-Shirt,SKNCOE,S,660,363,480.0,May
Apparel,Jacket,PICT,L,640,469,510.0,September
Stationery,Sticky Notes,Wilson College,B5,100,153,80.0,April
Gadgets,Earphones,MIT WPU,128GB,1050,44,930.0,August
Apparel,Jacket,Rizvi College,M,500,208,390.0,June
Gadgets,Pendrive 32GB,Thakur College,128GB,570,265,310.0,August
